metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
78,35000,VILLA VENDO 35.000,-2.1117942333221436,-79.90845489501953,448.71794871794873
72,56000,Departamento de Venta en el centro de Guayaquil,-2.186000108718872,-79.87899780273438,777.7777777777778
204,125000,"Venta de Casa Rentera, Coop. Estrella de Belén, Norte de Guayaquil",-2.122999906539917,-79.91500091552734,612.7450980392157
221,138000,Venta de Casa Esquinera en Cdla. Paraiso,-2.18935489654541,-79.88920593261719,624.4343891402715
162,153000,Se vende departamento en Kennedy Guayquil,-2.1710000038146973,-79.89900207519531,944.4444444444445
250,195000,Ceibos Norte Oportunidad Vendo Casa,-2.1710000038146973,-79.89800262451172,780.0
320,240000,"# CENTENARIO SUR CON PISCINA, 140 mil de contado 100.000 a crédito 0982712236",-2.1710000038146973,-79.9219970703125,750.0
202,200000,Casa de Venta Urbanizacion San Eduardo 2,-2.1534993648529053,-79.83104705810547,990.0990099009902
140,255000,"Departamento en Venta en Urb. Balearia, Via a Samborondon, Ma. Leonor Villegas",-2.134999990463257,-79.87200164794922,1821.4285714285713
25,70000,Vendo 3 Casas Juntas,-2.061563491821289,-79.91578674316406,2800.0
60,90000,"Suite en Venta con excelente ubicación, buen precio,Norte de Guayaquil. Cerca a City Mall Ma. Leonor Villegas",-2.1440000534057617,-79.91000366210938,1500.0
74,39000,Venta de Casa Cdla.beata Mercedes Molina,-2.056255340576172,-79.9575424194336,527.027027027027
160,112000,"Casa en Venta en Alborada, Norte de Guayaquil ,Digna Salcedo",-2.131999969482422,-79.89900207519531,700.0
132,55000,Casa de venta en ciudadela Los Esteros,-2.1710000038146973,-79.9219970703125,416.6666666666667
112,115000,"SE VENDE CASA EN LA GARZOTA II, Norte de Guayaquil - Digna Salcedo",-2.1449999809265137,-79.88999938964844,1026.7857142857142
105,55000,Venta de Casa con dos departamentos independientes,-2.0850000381469727,-79.91699981689453,523.8095238095239
197,135000,Departamento de Lujo - Lomas de Urdesa,-2.1654531955718994,-79.90409851074219,685.2791878172588
46847,25000,Se Vende Esta Casa,-2.0889999866485596,-79.94999694824219,0.5336521015219758
120,158000,Departamento de estreno piso tres con ascensor Pto. Azul,-2.191999912261963,-79.96700286865234,1316.6666666666667
260,160000,"Venta de Departamento en Lomas de Urdesa, cerca del Colegio Delfus, Norte de Guayaquil",-2.1659998893737793,-79.90399932861328,615.3846153846154
418,340000,"Venta de Penthouse en Torre Olivos, cerca del Supermaxi, Ceibos.",-2.1670000553131104,-79.94400024414062,813.3971291866029
353,355000,Casa con piscina en Los Ceibos,-2.1670000553131104,-79.94499969482422,1005.6657223796034
314,250000,Se Vende Casa en El Centro de La Ciudad,-2.1887269020080566,-79.89276885986328,796.1783439490446
240,60000,SE VENDE CASA EN BASTIÓN  DE OPORTUNIDAD,-2.124000072479248,-79.93599700927734,250.0
72,110000,Casa Rentera en Venta,-2.131999969482422,-79.89299774169922,1527.7777777777778
365,260000,"Venta de Casa en Via a Samborondón,, Guadalupe Bejarano",-2.1489999294281006,-79.89600372314453,712.3287671232877
72,55000,Vendo Casa Mucho Lote 1 Avenida Principal por la sanja cerca al tía,-2.1582419872283936,-79.88990783691406,763.8888888888889
240,154000,Vendo Casa en Villa Club Etapa Magna,-2.1480000019073486,-79.90299987792969,641.6666666666666
144,60000,CASA EN MUCHO LOTE. ETAPA 2.,-2.0820000171661377,-79.9209976196289,416.6666666666667
9,80000,Venta Casa Rentera,-2.259999990463257,-79.88899993896484,8888.888888888889
200,82000,Vendo Casa,-2.1710000038146973,-79.9219970703125,410.0
200,190000,Casa Rentera en Cdla Acuarelas Del Rio,-2.2078659534454346,-79.91204833984375,950.0
200,40000,Vendo Casa,-2.157710075378418,-79.83895874023438,200.0
150,125000,"Departamento en Venta en la Cumbres de Los Ceibos, 3 Hab, 3 Bañ, 2 Parqueos.",-2.1559998989105225,-79.94499969482422,833.3333333333334
50,30000,Hermoso Depto en Manta Condiminio,-2.1519999504089355,-79.88700103759766,600.0
46,12000,Se Vende Una Villa de Oportunidad,-2.186000108718872,-79.9000015258789,260.8695652173913
98,60000,SE VENDE CASA DE 2 PISOS,-2.0889999866485596,-80.00800323486328,612.2448979591836
98,65000,Kennedy Nueva Vendo Departamento,-2.188999891281128,-79.88899993896484,663.265306122449
105,48000,SE VENDE CASA ROSALES 2,-2.118000030517578,-79.90799713134766,457.14285714285717
119,58000,San Pablo Salinas Vendo Casa 3 Habitacio,-2.1710000038146973,-79.89800262451172,487.39495798319325
200,90000,Venta casa una planta Esteros,-2.24399995803833,-79.90699768066406,450.0
114,87000,Venta de Casa,-2.1709980964660645,-79.92235565185547,763.1578947368421
387,270000,Casa de venta en Vía a la Costa - Urb. Belo Horizonte – código:13136,-2.161486,-79.917257,697.6744186046511
150,108500,Departamento de venta en Salinas (D-302) – código:12065,-2.161486,-79.917257,723.3333333333334
134,98000,Casa de venta en Cataluña – código:12620,-2.161486,-79.917257,731.3432835820895
1178,1200000,Casa de venta en Kennedy Norte – código:14447,-2.161486,-79.917257,1018.6757215619695
120,80000,Casa en Venta,-2.066999912261963,-79.91300201416016,666.6666666666666
150,300000,Departamento de venta en Ciudad del Río  - Riverfront – código:11600,-2.161486,-79.917257,2000.0
160,185000,Proyecto Villa Casa de venta en Ceibos - Cumbres – código:11857,-2.161486,-79.917257,1156.25
126,29000,Vendo Casa con Terreno en Vergeles,-2.0993967056274414,-79.90345001220703,230.15873015873015
4,35000000,de Venta Una Casa de Do Plantas,-2.188,-79.893,8750000.0
130,36000,Casa Floresta 2,-2.1710000038146973,-79.9219970703125,276.9230769230769
427,170000,En Venta Casa Rentera excelente ubicación,-2.2079999446868896,-79.90299987792969,398.1264637002342
120,93000,Venta Villa 3 Dorm Plaza Madeira,-2.1349759101867676,-79.90890502929688,775.0
300,185000,de Oportunidad Casa Rentera Sauces 7,-2.1563069820404053,-79.90845489501953,616.6666666666666
360,160000,Venta de Casa en Urbanización La Saiba,-2.188999891281128,-79.88899993896484,444.44444444444446
166,14500,¡De oferta! terreno grande con pequeña casita en Bastión Popular Bloque 11,-2.0820000171661377,-79.93299865722656,87.34939759036145
150,69500,Vivienda familiar de una planta en urbanización Valle Alto,-2.2039999961853027,-80.05999755859375,463.3333333333333
182,80000,"Venta de Casa, Las Peñas (zona Turístic)",-2.188999891281128,-79.88899993896484,439.56043956043953
196,80000,Se Vende Casa Rentera de 3 Pisos,-2.244999885559082,-79.88700103759766,408.16326530612247
314,80000,Se Vende Casa 3 Pisos Garage Y Terraza,-2.244999885559082,-79.88500213623047,254.77707006369425
135,75000,Se Vende Casa de 2 Plantas en La Prosper,-2.086925506591797,-79.96734619140625,555.5555555555555
60,28000,Se Construye Casa Dentro Y Fuere de La C,-2.180000066757202,-79.88099670410156,466.6666666666667
1,56000,Casa en Mucho Lote 1,-2.134000062942505,-79.89600372314453,56000.0
114,64000,Se Vende Casa Guayaquil Urb. Privada,-2.068,-79.895,561.4035087719299
640,75000,Casa en Venta,-2.1449999809265137,-79.90799713134766,117.1875
36,9000,Casa en Venta,-2.2250618934631348,-79.94490814208984,250.0
118,110000,OPORTUNIDAD. DEPARTAMENTO EN VENTA – SANTA CECILIA – CEIBOS. 2 HABITACIONES,-2.1619999408721924,-79.94400024414062,932.2033898305085
112,77000,"Venta de Casa en Urb. La Joya, cantón Daule, Acabados modernos, cerca de Villaclub y Plaza Madeira",-2.21217942237854,-79.92418670654297,687.5
240,150000,Venta en Urbanización Villa Club,-2.1570000648498535,-79.9020004272461,625.0
128,115000,"VENTA DEPARTAMENTO. CEIBOS, SANTA CECILIA, 3 HABITACIONES",-2.1619999408721924,-79.94400024414062,898.4375
930,168000,Vendo Terreno Comercial en Vergeles,-2.0889999866485596,-79.9010009765625,180.6451612903226
126,29000,Vendo Casa con Terreno en Los Vergeles,-2.094578504562378,-79.921142578125,230.15873015873015
165,215000,Vendo Departamento,-2.0999584197998047,-79.87923321255444,1303.030303030303
120,90000,Venta de Casa Rentera para 3 Familias,-2.1306939125061035,-79.89573669433594,750.0
150,60000,Vender Casa Local Comercial,-2.209,-79.893,400.0
105,26000,Vendo Casa,-2.194999933242798,-79.89099884033203,247.61904761904762
140,95000,Vendo Casa Rentera Sauces 9,-2.18935489654541,-79.88920593261719,678.5714285714286
91,64000,"Venta Casa Urb. Villa Bonita, Mi Lote - wasi_1524917",-2.0576892,-79.9876714,703.2967032967033
75,60000,OPORTUNIDAD venta de departamento Kennedy,-2.177000045776367,-79.89900207519531,800.0
126,120000,Venta de Casa en Ciudadela Álamos Norte. - wasi_1523667,-2.1339347,-79.9113354,952.3809523809524
285,90000,"Calle Argentina y Panamá, Sur Durán  - wasi_1524994",-2.168974,-79.8397207,315.7894736842105
261,115000,Casa en venta en Sur de Guayaquil - wasi_1523788,-2.2613279,-79.8975795,440.6130268199234
90,68000,Venta de Propiedad Rentera en Cdla. La Alegría. - wasi_1520977,-2.1198394,-79.9255665,755.5555555555555
100,50000,Venta de Propiedad en Flor de Bastión - wasi_1523781,-2.1030366,-79.9560819,500.0
153,85000,"Venta de Casa en Sauces 3, Norte de Guayaquil. - wasi_1524816",-2.1274633,-79.8898816,555.5555555555555
106,85000,"Propiedad en Venta, Urb. Loma Vista - wasi_1518885",-2.0967823,-79.9430943,801.8867924528302
2700,1107000,"Venta de Lotización, Buijo Histórico, Samborondón - wasi_1516134",-2.2044832,-79.9058144,410.0
275,40000,Se Vende Casa Salinas Cdla Santa Paula,-2.194,-79.941,145.45454545454547
110,150000,Salinas Torre Náutica Expectacular Vista,-2.1630001068115234,-79.89800262451172,1363.6363636363637
4,20000,Vendo Mi Casa,-2.133,-79.957,5000.0
110,50000,Vendo Casa Urb. Porton de Beata,-2.0532734394073486,-79.95475769042969,454.54545454545456
270,80000,Se Vende Casa Rentera: 4 Departamentos,-2.1579999923706055,-79.93800354003906,296.2962962962963
545487,25000,Casa en Lomas de La Florida,-2.131999969482422,-79.9489974975586,0.045830606412251805
135,140000,VENTA DE DEPARTAMENTOS EN CIUDADELA CUMBRES CEIBOS,-2.1612517833709717,-79.94727325439453,1037.037037037037
142,52000,COD# 028 vendo de oportunidad casa en Pradera 3 cerca de Floresta Esteros Urbasur sector Sur de ciudad,-2.239000082015991,-79.88500213623047,366.19718309859155
280,200000,VENDO PRECIOSA VILLA EN KENNEDY NORTE,-2.1579999923706055,-79.89600372314453,714.2857142857143
100,350,Departamento en El Centro de La Ciudad,-2.1730000972747803,-79.91400146484375,3.5
136,138000,Casa de venta en Urbanización Costalmar II Vía a la Costa.,-2.190999984741211,-80.0479965209961,1014.7058823529412
160,77000,"Venta de Departamento en Santa Cecilia Ceibos, cerca del Colegio Aleman Humbolt, Via a la Costa",-2.187000036239624,-79.98500061035156,481.25
140,100000,Casa de Venta en las primeras etapas de Villa Club,-2.0510001182556152,-79.89099884033203,714.2857142857143
98,220000,Moderno Departamento Amoblado de Venta,-2.1570000648498535,-79.89199829101562,2244.8979591836733
160,138000,Casa en Venta Villa Club Doral 3 Dormitorios a Estrenar,-2.0510001182556152,-79.88999938964844,862.5
484,240000,VENDO CASA EN MIRAFLORES,-2.1649999618530273,-79.91999816894531,495.8677685950413
118,83000,AMPLIA Y RENOVADA CASA 4 DORMITORIOS 3 BANOS,-2.135999917984009,-79.89299774169922,703.3898305084746
92,22000,Se Vende,-2.0840001106262207,-79.93099975585938,239.1304347826087
75,100000,CASA EN VENTA,-2.188999891281128,-79.88899993896484,1333.3333333333333
150,40000,Vergeles Vendo Casa con Loza Cerca a Almacenes Tía,-2.1419999599456787,-79.88400268554688,266.6666666666667
105,35000,Vendo Casa Sur de La Ciudad,-2.265000104904175,-79.88400268554688,333.3333333333333
100,180000,SE VENDE  CASA RENTERA  LA DELICIA,-2.0980000495910645,-79.96600341796875,1800.0
220,160000,"Departamento en Venta en Olivos 2 Los Ceibos, 3 Dorm, 4 Bañ, 2 Parqueos",-2.1700000762939453,-79.94499969482422,727.2727272727273
216,60000,Casa en Cdla. Orquideas,-2.194999933242798,-79.88600158691406,277.77777777777777
1600,750000,Vendo o Alquilo ...Casa en Urdesa,-2.1619999408721924,-79.90699768066406,468.75
432,380000,Se Vende Casa Mas Terreno,-2.201,-79.914,879.6296296296297
157,250000,Casa Esquinera 3 Pisos,-2.146,-79.904,1592.3566878980891
149,73000,Casa Alborada,-2.212684154510498,-79.90310668945312,489.93288590604027
10,40000,Venta,-2.18935489654541,-79.88920593261719,4000.0
108,65000,Vendo Villa Remodelada Metropolis 2F,-2.0627098083496094,-79.92010498046875,601.8518518518518
20,25000,Se Vende Una Casa en La Trinitaria,-2.240000009536743,-79.9209976196289,1250.0
264,70000,Venta de Casa en El Sur de Guayaquil,-2.191999912261963,-79.94000244140625,265.1515151515151
107,69500,"De Oportunidad vendo Casa en Villa Bonita Puesta del Sol, 107 mts.2 terreno, 97 mts.2 de construcciòn.",-2.062999963760376,-79.99800109863281,649.5327102803739
504,179000,en Venta Casa Rentera Suroeste,-2.2070000171661377,-79.90599822998047,355.1587301587302
120,55000,Vendo Casa en Sauces Iii,-2.1177403926849365,-79.88385009765625,458.3333333333333
300,160000,Vente de casa en URBANIZACIÓN LA SAIBA,-2.1710000038146973,-79.9219970703125,533.3333333333334
128,30000,Casa en Venta,-2.053999900817871,-79.95500183105469,234.375
152,169000,Casa en Venta Urdesa Central Dos Pisos,-2.192929267883301,-79.88140869140625,1111.842105263158
134,120000,Vendo Casa en Samanes 1 Norte,-2.190000057220459,-79.93199920654297,895.5223880597015
159,70000,Vendo Propiedad Barrio Garay,-2.1907966136932373,-79.90516662597656,440.251572327044
8,12000,Vendo Casa O Canbio,-2.099,-79.98,1500.0
300,88000,Casa de venta en Los Vergeles – código:12895,-2.161486,-79.917257,293.3333333333333
1200,1500000,Casa de venta en Urdesa - Cerca Policentro – código:13364,-2.161486,-79.917257,1250.0
181,138000,Departamento de venta en Salinas - Cerca al Malecon (D-403) – código:12066,-2.161486,-79.917257,762.4309392265193
275,278000,"Venta de casa en Urb Bouganville, Samborondon Km.2 1/2, Sector UEES",-2.114000082015991,-79.89900207519531,1010.9090909090909
1441,1300000,de venta en Puerto Cayo – código:11614,-2.161486,-79.917257,902.1512838306732
98,81000,Departamento de venta en Cerca Malecón de Salinas  – código:12064,-2.161486,-79.917257,826.530612244898
228,170000,Departamento de venta en Urdesa - Cerca del Banco Bolivariano – código:11742,-2.161486,-79.917257,745.6140350877193
71,81000,Proyecto Departamento de venta en SALINAS - Cerca al Malecón  – código:12063,-2.161486,-79.917257,1140.8450704225352
148,365000,Departamento de venta en Mall del Sol – código:15365,-2.161486,-79.917257,2466.2162162162163
670,1200000,Casa de venta en Manta - Cdla. Universitaria – código:13503,-2.161486,-79.917257,1791.044776119403
98,366000,Departamento de venta en PANAMA - Vista al Pacifico – código:10610,-2.161486,-79.917257,3734.6938775510203
122,100000,Venta de Propiedad en Lomas de Sauces IX - wasi_1513775,-2.1323186,-79.8926809,819.672131147541
178,175000,Vendo en La Serena Ciudad Celeste,-2.0752649307250977,-79.84465026855469,983.1460674157304
260,150000,"Venta de Departamento en Barrio Centenario, al sur de Guayaquil",-2.1110000610351562,-79.9020004272461,576.9230769230769
1,35,Cortinas Del Rocio,-2.121999979019165,-79.91000366210938,35.0
130,135000,Napoli por Estrenar,-2.059000015258789,-79.9260025024414,1038.4615384615386
20,125000,Departamento Punta Centinela Decameron,-2.1679999828338623,-79.92400360107422,6250.0
246,148000,Departamento Ceibos Norte con suite,-2.144376754760742,-79.91057586669922,601.6260162601626
120,95000,La Joya Estrene,-2.059000015258789,-79.9260025024414,791.6666666666666
120,85000,Vendo Villa Alquilo,-2.188999891281128,-79.88899993896484,708.3333333333334
8,40000,"Casa en Venta , Bastión Popular Bloq 1 B",-2.1044225692749023,-79.92601776123047,5000.0
84,78000,"Cod# 011 Venta de Casa en Mucho Lote, Cerca de Orquídeas, Huancavilca Norte, Metrópolis, Parque Samanes",-2.0820000171661377,-79.9209976196289,928.5714285714286
256,140000,Venta/casa Y Terreno en Playas Via Data,-2.25600004196167,-79.90399932861328,546.875
10,40000,Venta de Casa,-2.188999891281128,-79.88899993896484,4000.0
660,320000,"Edificio en venta /Centro, Sur /Esmeraldas y Portete",-2.2060000896453857,-79.89900207519531,484.8484848484849
107,78000,Casa remodelada de venta en Mucho Lote cerca de la Av. Francisco de Orellana,-2.0850000381469727,-79.9209976196289,728.9719626168225
350,335000,Samborondon Maralago Km 3,-2.1630001068115234,-79.89800262451172,957.1428571428571
109,65000,"Venta Casa Esquinera Cdla Las Orquideas, ideal negocio, Cerca Mucho Lote, Villa España, 3 Colegios, Norte Guayaquil.",-2.0889999866485596,-79.91799926757812,596.3302752293578
14,1,Vendo Eta Casa en Buenas Condiciones,-2.0999999046325684,-79.9489974975586,0.07142857142857142
119,110000,"Venta Departamento Ceibos Norte con linda Vista, Cerca de la Garita, Cumbres, Santa Cecilia, Espol, Norte Guayaquil.",-2.1519999504089355,-79.94400024414062,924.3697478991596
192,96000,VENTA CASA 2 PLANTAS CON LOCAL Y 2 DEPARTAMENTOS/ LUIS VIDAL,-2.196000099182129,-79.87300109863281,500.0
140,350,Lindo Departamento,-2.14,-79.903,2.5
280,85000,Playas via data km 4 12,-2.2339999675750732,-79.89199829101562,303.57142857142856
355,260000,"Casa Urb. Bosques de la Costa, cerca de Mi Comisariato, Vía a la Costa",-2.181999921798706,-79.97000122070312,732.3943661971831
2027,210000,"Urb. Lago Caperia, Vía a Daule, Norte de Guayaquil",-2.00600004196167,-79.96399688720703,103.60138135175136
900,320000,"Urb. Lago Capeira, Vía a Daule, cerca de la Penitenceria, Norte de Guayaquil",-2.00600004196167,-79.96399688720703,355.55555555555554
78,55000,Urbanización Beata Mercedes Molino Modelo Ejecutiva,-2.052000045776367,-79.95099639892578,705.1282051282051
108,18000,Se Vende Esta Casa,-2.234999895095825,-79.93599700927734,166.66666666666666
86,85000,"VENTA DEPARTAMENTO 2 DORMITORIOS 86.50M2, CERCA DEL TENIS CLUB",-2.187000036239624,-79.89700317382812,988.3720930232558
50,42000,"Venta, de suite en el centro Cerca al parque de las iguanas",-2.0829999446868896,-79.90799713134766,840.0
115,120000,Departamento de venta en Puerto Azul – código:15065,-2.161486,-79.917257,1043.4782608695652
120,100000,"Venta de Casa, Urbanización Compostela, Vía Salitre, cerca a C.C. El Dorado",-2.0829999446868896,-79.90799713134766,833.3333333333334
60,38000,Se Vende Casa,-2.0959999561309814,-79.90599822998047,633.3333333333334
290,210000,Casa de venta en Alborada 3era. Etapa – código:15100,-2.161486,-79.917257,724.1379310344828
110000,850000,Negocio de venta en LA TRONCAL – código:14708,-2.161486,-79.917257,7.7272727272727275
360,200000,Casa de venta en Urb. Santa María de Casa Grande - Vía Samborondón – código:13757,-2.161486,-79.917257,555.5555555555555
185,195000,Departamento de venta en Ceibos - Cumbres – código:11398,-2.161486,-79.917257,1054.054054054054
153,539000,Departamento de venta en PANAMA - TRUMP OCEAN CLUB  – código:10611,-2.161486,-79.917257,3522.875816993464
96,60000,de Oportunidad! Departamentos en Centro,-2.193,-79.888,625.0
98,30000,"COD# 022 VENDO PROPIEDAD EN LA ALEGRIA, CERCA DE SAMANES, MUCHO LOTE, FLORIDA, MONTE BELLO",-2.191999912261963,-79.88600158691406,306.1224489795918
96,30000,"Cod# 160 Venta de Casa en la Alegria, Cerca de Florida, Mucho Lote, Samanes, Montebello.",-2.124000072479248,-79.9219970703125,312.5
600,285000,CASA TIPO MANSIÓN EN VENTA,-2.188999891281128,-79.88899993896484,475.0
180,158000,Venta de casa en VIA A LA COSTA,-2.2019999027252197,-80.05999755859375,877.7777777777778
43,50000,Vendo Villa Cdla. Orquideas Mz. 68 V.5,-2.177845001220703,-79.88923645019531,1162.7906976744187
86,67000,Se Vende Bonita Casa,-2.086,-79.94,779.0697674418604
144,155000,Venta de Departamento en VIA A LA COSTA (Urb Terranostra),-2.190000057220459,-80.00199890136719,1076.388888888889
178,203000,Casa VIA A LA COSTA Urb Colinas del Bosque,-2.184000015258789,-79.97599792480469,1140.4494382022472
52,112000,"Departamento en Edificio Quo, frente a MALL DEL SOL",-2.1549999713897705,-79.89199829101562,2153.846153846154
90,110000,Vendo Casa Sauces 6,-2.1218841075897217,-79.89208221435547,1222.2222222222222
105,45000,Casa,-2.119999885559082,-79.95500183105469,428.57142857142856
160,160000,Vendo Villa de dos plantas en Polaris,-2.119999885559082,-79.9020004272461,1000.0
180,40000,Vendo Casa,-2.124,-79.936,222.22222222222223
210,150000,Casa Dos Plantas Amoblada,-2.1376821225462903,-79.91818710334421,714.2857142857143
8,30000,Vendo Esta Casa Losta para Vivir,-2.2339999675750732,-79.92500305175781,3750.0
70,800,Renta de Departamento en Los Ceibos Urbanización Los Olivos,-2.1670000553131104,-79.94499969482422,11.428571428571429
147,40000,CASA 1PLANTA DURAN COOP.SAN ENRIQUE  - A. Espinoza,-2.1659998893737793,-79.9010009765625,272.10884353741494
18,23000,Vendo casa x motivo  de viaje,-2.0948588848114014,-79.92306518554688,1277.7777777777778
83,45000,Venta de Oportunidad,-2.2079999446868896,-80.0780029296875,542.1686746987951
180,48,Vendo Casa Rentera,-2.129,-79.91,0.26666666666666666
100,50000,Venta casa villa del Rey,-2.1709980964660645,-79.92235565185547,500.0
120,30000,Se Vende Casa Monte Sinaí,-2.188999891281128,-79.88899993896484,250.0
240,70000,CASA DE 3 PLANTAS EN VENTA DE OPORTUNIDAD IDEAL PARA ALQUILAR O NEGOCIO,-2.1710000038146973,-79.92400360107422,291.6666666666667
94,130000,"Venta de Departamento en Entre Rios, cerca del C.C Buena Vista, Puntilla",-2.1489999294281006,-79.89600372314453,1382.9787234042553
270,290000,Vendo Casa en Via a La Costa Portal al Sol,-2.178999900817871,-79.98300170898438,1074.0740740740741
397,342000,Casa en Venta VIA A LA COSTA Urb Terranostra,-2.187999963760376,-80.0,861.4609571788413
400,160000,"Venta de Casa en Samanes 7, cerca del Parque de Samanes al Norte de Guayaquil",-2.11299991607666,-79.90899658203125,400.0
72,56000,# sur cdla LA SOPEÑA  25 de julio,-2.1710000038146973,-79.9219970703125,777.7777777777778
125,110000,"Casa en Venta en el norte de Guayaquil, Samanes 1, 134 Mtr2",-2.115000009536743,-79.90299987792969,880.0
1250,460000,Montañita Vendo Hotel Vista Al Mar,-2.18935489654541,-79.88920593261719,368.0
95,22000,Casa para Hacer Segunda Planta,1.292405605316162,-78.845458984375,231.57894736842104
468,348000,"Casa en venta, Urb. Estancia del Rio, Sanborondon, Guayaquil R.J.",-2.2179999351501465,-79.92400360107422,743.5897435897435
300,480000,Venta de Casa Rentera En Urdesa Central,-2.180000066757202,-79.90799713134766,1600.0
295,290000,Samborondon Vendo Casa 4 Dormitorios,-2.1710000038146973,-79.89800262451172,983.0508474576271
72,14500,Vendo Casa Cerca Montañita,-2.235992193222046,-80.07991790771484,201.38888888888889
387,250000,Vendo Casa Rentera Av. Francsco Orellana,-2.18935489654541,-79.88920593261719,645.9948320413437
240,250000,Vendo Casa en La Atarazana,-2.18935489654541,-79.88920593261719,1041.6666666666667
129,138000,Urb. Napoli Vendo Casa de Estreno,-2.18935489654541,-79.88920593261719,1069.7674418604652
91,111,Se Vende Esta Casa,-2.1010000705718994,-79.93199920654297,1.2197802197802199
145,370000,"Venta hermoso departamento Edificio  Quo Luxury,  zona norte Ciudad del Sol",-2.174954891204834,-79.90115356445312,2551.7241379310344
90,108000,Vendo Departamento Norte Guayaquil,-2.1410000324249268,-79.90899658203125,1200.0
1000,41000,Venta de Casa,-2.1710000038146973,-79.9219970703125,41.0
8,85000,Vendo Cada de Tres Pisos en Sauces 6,-2.1410000324249268,-79.89399719238281,10625.0
100,95000,Departamento en venta en el norte de Guayaquil Kennedy  100Mtr2,-2.134999990463257,-79.91300201416016,950.0
120,48000,Venta de Casa Negociable,-2.098463296890259,-79.95343017578125,400.0
84,75000,Vendo Casa Mucho Lote 1,-2.0920000076293945,-79.91300201416016,892.8571428571429
121,175000,VENTA DEPARTAMENTOS A ESTRENAR CEIBOS POINT,-2.174999952316284,-79.9010009765625,1446.280991735537
160,150000,Departamentos en Salinas,-2.1550559997558594,-79.8641357421875,937.5
15105,35000,Casa solar 2,-2.072154998779297,-79.93451690673828,2.3171135385633894
87,81000,Casa Villa El Rey,-2.02030086517334,-79.9156494140625,931.0344827586207
410,62000,Casa de Vent con 6 Departamentos de Alq,-2.1360108852386475,-79.94486999511719,151.21951219512195
100,80000,Vendo Casa Metropolis Excelente Precio,-2.1700000762939453,-79.89800262451172,800.0
105,15000,SE VENDE ESTA CASA,-2.1989998817443848,-79.90799713134766,142.85714285714286
418,420000,"Vendo Casa en Samborondon, Ciudadela Cerrada, Excelente Ubicacion",-2.1029999256134033,-79.88300323486328,1004.7846889952153
454,150000,"Vendo terreno con estructura, piscina, jaccuzi, área de bbq",-2.187999963760376,-79.89700317382812,330.3964757709251
254,130000,"Venta Casa Via a La Costa Ciudad Olimpo, Guayaquil",-2.174999952316284,-79.88700103759766,511.81102362204723
1200,16000,Venta de Solar con Casa de Cemento,-2.268965005874634,-79.8827896118164,13.333333333333334
72,69000,"VENDO CASA EN MUCHO LOTE , SEXTA ETAPA",-2.109999895095825,-79.91400146484375,958.3333333333334
135,15000,Se Vende Casa en Flor de Bastion,-2.0959999561309814,-79.94300079345703,111.11111111111111
100,50000,VENDO CASA DE UN PISO UBICADA EN VILLA DEL REY  - D. CORDOVA - P. VILLEGAS,-2.140000104904175,-79.89800262451172,500.0
640,700,CHONGON PROPIEDAD DE 640 MT2 CON ESCRITURA Y PREDIOS AL DIA,-2.2320001125335693,-80.0790023803711,1.09375
96,49500,Venta de vivienda ubicada en Cdla. Mi Lote.,-2.0769999027252197,-79.93199920654297,515.625
300,450000,"VENDO, CENTRO DE GUAYAQUIL",-2.1710000038146973,-79.9219970703125,1500.0
162,165000,Casa Rentera Esquinera por Terminar,-2.1710000038146973,-79.9219970703125,1018.5185185185185
100,35000,Villa Playas  3 Cuadras Del Shoppin,-2.2640905380249023,-79.89366149902344,350.0
201,110000,VENDO CASA DE CONSTRUCCION MIXTA EN CALLE CUENCA,-2.196000099182129,-79.91400146484375,547.2636815920398
713,450000,En Venta Casa en Santa María de Casa Grande - A. MAIDANA - C. HERRERA,-2.0510001182556152,-79.8949966430664,631.1360448807854
160,190000,SE VENDE CASA EN LA GARZOTA,-2.1480000019073486,-79.89299774169922,1187.5
103,130000,URDESA DEPARTAMENTO VENDO  CIRCUNVALACIÓN NORTE   2 DORMITORIOS,-2.1760001182556152,-79.90399932861328,1262.1359223300972
200,165000,Casa en Venta en Ciudad Celeste,-2.058000087738037,-79.9209976196289,825.0
84,30000,Venta de Villa,-2.0850000381469727,-79.96700286865234,357.14285714285717
590,250000,Belo Horizonte Via a La Costa Vendo Casa,-2.18935489654541,-79.88920593261719,423.728813559322
12,15000,Vendo Casa Terreno 8 X15 Flor de Bastio.,-2.103,-79.956,1250.0
105,30000,Se Vende Esta Casa en Guayaquil,-2.246586561203003,-79.91780853271484,285.7142857142857
280,160000,Hermosa Villa con Base para 2 Pisos,-2.1482903957366943,-79.896240234375,571.4285714285714
120,13500,Casa Sergio Toral,-2.18935489654541,-79.88920593261719,112.5
200,95000,Venta casa,-2.259999990463257,-79.88899993896484,475.0
105,17000,Casa de Oportunidad por Viaje,-2.1710000038146973,-79.9219970703125,161.9047619047619
8,280,Departamento en Sauces 3,-2.128000020980835,-79.89399719238281,35.0
309,375000,Venta Casa Av Principal Alborada,-2.1679999828338623,-79.90799713134766,1213.5922330097087
154,60000,Remato Casa Barata en El Guasmo Sur,-2.226,-79.905,389.61038961038963
